"AvaTheElephant","$3 million as of 2024","Acquired",1,1,"N/A",0,1,"http://www.avatheelephant.com/","9-Aug-09","Health/Wellness","Ava The Elephant - Baby and Child Care","Tiffany Krumins",50000,15,333333,1,"{""headquarters"":""Atlanta, United States"",""foundedYear"":2010,""employeeCount"":""1-10"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Acquired by Better Family in 2024"",""fundingRounds"":""Seed in 2009""}"
"MrTod'sPieFactory","$10M (estimated) as of 2023","Active",1,1,"N/A",5,2,"http://whybake.com/","9-Aug-09","Food and Beverage","Mr. Tod's Pie Factory - Specialty Food","Tod Wilson",460000,10,4600000,1,"{""headquarters"":""Paterson, USA"",""foundedYear"":2002,""employeeCount"":""5-10"",""notableInvestors"":[""Barbara Corcoran"",""Daymond John""],""recentNews"":""In 2023, Mr. Tod's Pie Factory generated approximately $12 million in annual revenue."",""fundingRounds"":""Seed in 2009""}"
"Wispots","$12 million (self-reported during Shark Tank appearance in 2009)","Shut down",1,1,"N/A",0,3,"http://www.wispots.com/","9-Aug-09","Business Services","Wispots - Consumer Services","Kevin Flannery",1200000,10,12000000,0,"{""headquarters"":""Cary, United States"",""foundedYear"":2002,""employeeCount"":""24"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2012"",""fundingRounds"":""No publicly disclosed funding rounds""}"
"CollegeFoxesPackingBoxes","$1 million (2009) Business Valuation","Inactive",1,1,"N/A",0,4,"http://collegehunkshaulingjunk.com/","9-Aug-09","Lifestyle/Home","College Foxes Packing Boxes - Consumer Services","Nick Friedman, Omar Soliman",250000,25,1000000,0,"{""headquarters"":""Chevy Chase, Maryland, United States"",""foundedYear"":2008,""employeeCount"":""10 to 25"",""notableInvestors"":[],""recentNews"":""As of 2024, College Foxes Packing Boxes is no longer in business after its concept failed to gain traction post-Shark Tank."",""fundingRounds"":""None""}"
"IonicEar","$6.67 million (self-assessed during Shark Tank pitch in 2009)","Shut down",1,1,"N/A",0,5,"","9-Aug-09","Technology/Software","Ionic Ear - Novelties","Darrin Johnson",1000000,15,6666667,0,"{""headquarters"":""Austin, USA"",""foundedYear"":2005,""employeeCount"":""Unknown"",""notableInvestors"":[],""recentNews"":""Company ceased operations post-2009; no further developments reported."",""fundingRounds"":""No external funding rounds reported""}"
"APerfectPear","$3.3M from Shark Tank, 2009","Inactive",1,2,"N/A",0,6,"http://www.aperfectpear.com","16-Aug-09","Food and Beverage","A Perfect Pear - Specialty Food","Susan Knapp",500000,15,3333333,1,"{""headquarters"":""Las Vegas, USA"",""foundedYear"":2002,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin Harrington"",""Robert Herjavec""],""recentNews"":""Company closed in February 2010"",""fundingRounds"":""Seed in 2009""}"
"ClassroomJams","$250,000 from Shark Tank, 2009","Inactive",1,2,"N/A",0,7,"http://www.attachnoted.com/","16-Aug-09","Children/Education","Classroom Jams - Education","Mark Furigay",250000,10,2500000,1,"{""headquarters"":""Chicago, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin O’Leary"",""Barbara Corcoran"",""Kevin Harrington"",""Robert Herjavec"",""Daymond John""],""recentNews"":""Company ceased operations; founder returned to teaching. (2011)"",""fundingRounds"":""Seed in 2009""}"
"Lifebelt","$1.7M from Gillman Automotive Group, 2010","Shut down",1,2,"N/A",0,8,"","16-Aug-09","Automotive","Lifebelt - Automotive","Robert Alison",500000,10,5000000,0,"{""headquarters"":""Las Vegas, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Gillman Automotive Group""],""recentNews"":""Company shut down in 2016"",""fundingRounds"":""Initial self-funding in 2009""}"
"CrookedJaw","$1 million (2008, self-assessed during Shark Tank appearance)","Shut down",1,2,"N/A",0,9,"http://crookedjawfashions.com/","16-Aug-09","Fashion/Beauty","Crooked Jaw - Men and Women's Apparel","Craig French",200000,20,1000000,0,"{""headquarters"":""Long Island, USA"",""foundedYear"":2005,""employeeCount"":""Not specified"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2015."",""fundingRounds"":""No external funding rounds reported""}"
"StickyNoteHolder","$500,000 from Shark Tank, 2009","Shut down",1,2,"N/A",0,10,"","16-Aug-09","Lifestyle/Home","Sticky Note Holder - Productivity Tools","Mary Ellen Simonson",100000,20,500000,0,"{""headquarters"":""Gardena, United States"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2020."",""fundingRounds"":""None""}"
"AvaTheElephant","$3 million as of 2024","Acquired",1,1,"N/A",0,1,"http://www.avatheelephant.com/","9-Aug-09","Health/Wellness","Ava The Elephant - Baby and Child Care","Tiffany Krumins",50000,15,333333,1,"{""headquarters"":""Atlanta, United States"",""foundedYear"":2010,""employeeCount"":""1-10"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Acquired by Better Family in 2024"",""fundingRounds"":""Seed in 2009""}"
"MrTod'sPieFactory","$10M (estimated) as of 2023","Active",1,1,"N/A",5,2,"http://whybake.com/","9-Aug-09","Food and Beverage","Mr. Tod's Pie Factory - Specialty Food","Tod Wilson",460000,10,4600000,1,"{""headquarters"":""Paterson, USA"",""foundedYear"":2002,""employeeCount"":""5-10"",""notableInvestors"":[""Barbara Corcoran"",""Daymond John""],""recentNews"":""In 2023, Mr. Tod's Pie Factory generated approximately $12 million in annual revenue."",""fundingRounds"":""Seed in 2009""}"
"Wispots","$12 million (self-reported during Shark Tank appearance in 2009)","Shut down",1,1,"N/A",0,3,"http://www.wispots.com/","9-Aug-09","Business Services","Wispots - Consumer Services","Kevin Flannery",1200000,10,12000000,0,"{""headquarters"":""Cary, United States"",""foundedYear"":2002,""employeeCount"":""24"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2012"",""fundingRounds"":""No publicly disclosed funding rounds""}"
"CollegeFoxesPackingBoxes","$1 million (2009) Business Valuation","Inactive",1,1,"N/A",0,4,"http://collegehunkshaulingjunk.com/","9-Aug-09","Lifestyle/Home","College Foxes Packing Boxes - Consumer Services","Nick Friedman, Omar Soliman",250000,25,1000000,0,"{""headquarters"":""Chevy Chase, Maryland, United States"",""foundedYear"":2008,""employeeCount"":""10 to 25"",""notableInvestors"":[],""recentNews"":""As of 2024, College Foxes Packing Boxes is no longer in business after its concept failed to gain traction post-Shark Tank."",""fundingRounds"":""None""}"
"IonicEar","$6.67 million (self-assessed during Shark Tank pitch in 2009)","Shut down",1,1,"N/A",0,5,"","9-Aug-09","Technology/Software","Ionic Ear - Novelties","Darrin Johnson",1000000,15,6666667,0,"{""headquarters"":""Austin, USA"",""foundedYear"":2005,""employeeCount"":""Unknown"",""notableInvestors"":[],""recentNews"":""Company ceased operations post-2009; no further developments reported."",""fundingRounds"":""No external funding rounds reported""}"
"APerfectPear","$3.3M from Shark Tank, 2009","Inactive",1,2,"N/A",0,6,"http://www.aperfectpear.com","16-Aug-09","Food and Beverage","A Perfect Pear - Specialty Food","Susan Knapp",500000,15,3333333,1,"{""headquarters"":""Las Vegas, USA"",""foundedYear"":2002,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin Harrington"",""Robert Herjavec""],""recentNews"":""Company closed in February 2010"",""fundingRounds"":""Seed in 2009""}"
"ClassroomJams","$250,000 from Shark Tank, 2009","Inactive",1,2,"N/A",0,7,"http://www.attachnoted.com/","16-Aug-09","Children/Education","Classroom Jams - Education","Mark Furigay",250000,10,2500000,1,"{""headquarters"":""Chicago, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin O’Leary"",""Barbara Corcoran"",""Kevin Harrington"",""Robert Herjavec"",""Daymond John""],""recentNews"":""Company ceased operations; founder returned to teaching. (2011)"",""fundingRounds"":""Seed in 2009""}"
"Lifebelt","$1.7M from Gillman Automotive Group, 2010","Shut down",1,2,"N/A",0,8,"","16-Aug-09","Automotive","Lifebelt - Automotive","Robert Alison",500000,10,5000000,0,"{""headquarters"":""Las Vegas, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Gillman Automotive Group""],""recentNews"":""Company shut down in 2016"",""fundingRounds"":""Initial self-funding in 2009""}"
"CrookedJaw","$1 million (2008, self-assessed during Shark Tank appearance)","Shut down",1,2,"N/A",0,9,"http://crookedjawfashions.com/","16-Aug-09","Fashion/Beauty","Crooked Jaw - Men and Women's Apparel","Craig French",200000,20,1000000,0,"{""headquarters"":""Long Island, USA"",""foundedYear"":2005,""employeeCount"":""Not specified"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2015."",""fundingRounds"":""No external funding rounds reported""}"
"StickyNoteHolder","$500,000 from Shark Tank, 2009","Shut down",1,2,"N/A",0,10,"","16-Aug-09","Lifestyle/Home","Sticky Note Holder - Productivity Tools","Mary Ellen Simonson",100000,20,500000,0,"{""headquarters"":""Gardena, United States"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2020."",""fundingRounds"":""None""}"
"TurboBaster","N/A","Inactive",1,3,"N/A",0,11,"","23-Aug-09","Food and Beverage","TurboBaster - Kitchen Tools","Marian Cruz",35000,35,100000,1,"{""headquarters"":""N/A"",""foundedYear"":2009,""employeeCount"":""N/A"",""notableInvestors"":[""Kevin Harrington""],""recentNews"":""As of 2016, TurboBaster ceased operations and is no longer in business."",""fundingRounds"":""Acquired by Kevin Harrington in 2009""}"
"StressFreeKids","$5 million (estimated) as of 2024","Active",1,3,"N/A",1,12,"http://www.stressfreekids.com","23-Aug-09","Children/Education","Stress Free Kids - Baby and Child Care","Lori Lite",250000,20,1250000,1,"{""headquarters"":""Marietta, Georgia, USA"",""foundedYear"":2003,""employeeCount"":""1-5"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Expanded product line to include digital downloads and apps as of 2024"",""fundingRounds"":""Seed in 2009""}"
"KwyztaChopstickArt","$200,000 annual revenue as of 2024","Active",1,3,"N/A",0,13,"http://www.chopstickart.com/","23-Aug-09","Children/Education","Kwyzta Chopstick Art - Kitchen Tools","Brian Parks",100000,10,1000000,0,"{""headquarters"":""Eugene, United States"",""foundedYear"":2004,""employeeCount"":""6"",""notableInvestors"":[],""recentNews"":""As of 2024, Chopstick Art generates approximately $200,000 in annual revenue."",""fundingRounds"":""None""}"
"50StateCapitalsin50Minutes","$1.55 million (self-assessed during Shark Tank pitch in 2009)","Inactive",1,3,"N/A",0,14,"http://www.amazon.com/50-State-Capitals-Fun-Minutes/dp/0967970822","23-Aug-09","Children/Education","50 State Capitals in 50 Minutes - Education","Ken Bradford",155000,10,1550000,0,"{""headquarters"":""Dallas, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Product still available on Amazon as of 2015, but with minimal visibility and sales."",""fundingRounds"":""None""}"
"VoyageAirGuitar","$10 million (as per Shark Tank appearance, 2009)","Active",1,3,"N/A",0,15,"http://www.voyageairguitar.com/","23-Aug-09","Media/Entertainment","Voyage Air Guitar - Music","Jeff and Josh Cohen",500000,5,10000000,0,"{""headquarters"":""Pleasanton, United States"",""foundedYear"":2009,""employeeCount"":""Not specified"",""notableInvestors"":[],""recentNews"":""No recent news available"",""fundingRounds"":""No funding rounds disclosed""}"
"GiftCardRescue","$500,000 during Shark Tank pitch in 2009","Shut down",1,4,"N/A",0,16,"http://www.giftcardrescue.com","30-Aug-09","Technology/Software","Gift Card Rescue - Online Services","Kwami Kuadey",150000,30,500000,1,"{""headquarters"":""Ellicott City, United States"",""foundedYear"":2008,""employeeCount"":""11-50"",""notableInvestors"":[""Kevin O’Leary"",""Robert Herjavec""],""recentNews"":""Company ceased operations on July 15, 2016, due to financial difficulties."",""fundingRounds"":""Initial funding from family and friends in 2008""}"
"Coverplay","$2.3M from Shark Tank appearance, 2009","Active",1,4,"N/A",0,17,"http://www.coverplayard.com/","30-Aug-09","Children/Education","Coverplay - Baby and Child Care","Amy Feldman and Allison Costa",350000,15,2333333,1,"{""headquarters"":""Sherman Oaks, CA, United States"",""foundedYear"":2007,""employeeCount"":""7"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Secured major retail partnerships, including Babies R Us and Amazon, post-Shark Tank appearance in 2009"",""fundingRounds"":""Angel investment in 2009""}"
"GraffitiRemovalServices","Not publicly disclosed","Active",1,4,"N/A",0,18,"http://removegraffiti.net/","30-Aug-09","Business Services","Graffiti Removal Services - Professional Services","Paul Watts",350000,15,2333333,0,"{""headquarters"":""Portland, USA"",""foundedYear"":2004,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""No recent news available"",""fundingRounds"":""No funding rounds reported""}"
"SoulsCalling","N/A","Inactive",1,4,"N/A",0,19,"","30-Aug-09","Fashion/Beauty","Soul's Calling, Inc. - Women's Accessories","Gina Catroneo",150000,25,600000,0,"{""headquarters"":""Dallas, Texas, USA"",""foundedYear"":2004,""employeeCount"":""N/A"",""notableInvestors"":[],""recentNews"":""Soul's Calling Inc. was featured on 'Shark Tank' in 2009, where founder Gina Cotroneo pitched the company."",""fundingRounds"":""N/A""}"
"CoffeeBrandGifts","$750,000 (implied from Shark Tank pitch, 2009)","Inactive",1,4,"N/A",0,20,"","30-Aug-09","Food and Beverage","Coffee Brand Gifts - Novelties","Dan Claffey",300000,40,750000,0,"{""headquarters"":""California, USA"",""foundedYear"":2008,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2012."",""fundingRounds"":""No external funding rounds reported.""}"
"AvaTheElephant","$3 million as of 2024","Acquired",1,1,"N/A",0,1,"http://www.avatheelephant.com/","9-Aug-09","Health/Wellness","Ava The Elephant - Baby and Child Care","Tiffany Krumins",50000,15,333333,1,"{""headquarters"":""Atlanta, United States"",""foundedYear"":2010,""employeeCount"":""1-10"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Acquired by Better Family in 2024"",""fundingRounds"":""Seed in 2009""}"
"MrTod'sPieFactory","$10M (estimated) as of 2023","Active",1,1,"N/A",5,2,"http://whybake.com/","9-Aug-09","Food and Beverage","Mr. Tod's Pie Factory - Specialty Food","Tod Wilson",460000,10,4600000,1,"{""headquarters"":""Paterson, USA"",""foundedYear"":2002,""employeeCount"":""5-10"",""notableInvestors"":[""Barbara Corcoran"",""Daymond John""],""recentNews"":""In 2023, Mr. Tod's Pie Factory generated approximately $12 million in annual revenue."",""fundingRounds"":""Seed in 2009""}"
"Wispots","$12 million (self-reported during Shark Tank appearance in 2009)","Shut down",1,1,"N/A",0,3,"http://www.wispots.com/","9-Aug-09","Business Services","Wispots - Consumer Services","Kevin Flannery",1200000,10,12000000,0,"{""headquarters"":""Cary, United States"",""foundedYear"":2002,""employeeCount"":""24"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2012"",""fundingRounds"":""No publicly disclosed funding rounds""}"
"CollegeFoxesPackingBoxes","$1 million (2009) Business Valuation","Inactive",1,1,"N/A",0,4,"http://collegehunkshaulingjunk.com/","9-Aug-09","Lifestyle/Home","College Foxes Packing Boxes - Consumer Services","Nick Friedman, Omar Soliman",250000,25,1000000,0,"{""headquarters"":""Chevy Chase, Maryland, United States"",""foundedYear"":2008,""employeeCount"":""10 to 25"",""notableInvestors"":[],""recentNews"":""As of 2024, College Foxes Packing Boxes is no longer in business after its concept failed to gain traction post-Shark Tank."",""fundingRounds"":""None""}"
"IonicEar","$6.67 million (self-assessed during Shark Tank pitch in 2009)","Shut down",1,1,"N/A",0,5,"","9-Aug-09","Technology/Software","Ionic Ear - Novelties","Darrin Johnson",1000000,15,6666667,0,"{""headquarters"":""Austin, USA"",""foundedYear"":2005,""employeeCount"":""Unknown"",""notableInvestors"":[],""recentNews"":""Company ceased operations post-2009; no further developments reported."",""fundingRounds"":""No external funding rounds reported""}"
"APerfectPear","$3.3M from Shark Tank, 2009","Inactive",1,2,"N/A",0,6,"http://www.aperfectpear.com","16-Aug-09","Food and Beverage","A Perfect Pear - Specialty Food","Susan Knapp",500000,15,3333333,1,"{""headquarters"":""Las Vegas, USA"",""foundedYear"":2002,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin Harrington"",""Robert Herjavec""],""recentNews"":""Company closed in February 2010"",""fundingRounds"":""Seed in 2009""}"
"ClassroomJams","$250,000 from Shark Tank, 2009","Inactive",1,2,"N/A",0,7,"http://www.attachnoted.com/","16-Aug-09","Children/Education","Classroom Jams - Education","Mark Furigay",250000,10,2500000,1,"{""headquarters"":""Chicago, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin O’Leary"",""Barbara Corcoran"",""Kevin Harrington"",""Robert Herjavec"",""Daymond John""],""recentNews"":""Company ceased operations; founder returned to teaching. (2011)"",""fundingRounds"":""Seed in 2009""}"
"Lifebelt","$1.7M from Gillman Automotive Group, 2010","Shut down",1,2,"N/A",0,8,"","16-Aug-09","Automotive","Lifebelt - Automotive","Robert Alison",500000,10,5000000,0,"{""headquarters"":""Las Vegas, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Gillman Automotive Group""],""recentNews"":""Company shut down in 2016"",""fundingRounds"":""Initial self-funding in 2009""}"
"CrookedJaw","$1 million (2008, self-assessed during Shark Tank appearance)","Shut down",1,2,"N/A",0,9,"http://crookedjawfashions.com/","16-Aug-09","Fashion/Beauty","Crooked Jaw - Men and Women's Apparel","Craig French",200000,20,1000000,0,"{""headquarters"":""Long Island, USA"",""foundedYear"":2005,""employeeCount"":""Not specified"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2015."",""fundingRounds"":""No external funding rounds reported""}"
"StickyNoteHolder","$500,000 from Shark Tank, 2009","Shut down",1,2,"N/A",0,10,"","16-Aug-09","Lifestyle/Home","Sticky Note Holder - Productivity Tools","Mary Ellen Simonson",100000,20,500000,0,"{""headquarters"":""Gardena, United States"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2020."",""fundingRounds"":""None""}"
"TurboBaster","N/A","Inactive",1,3,"N/A",0,11,"","23-Aug-09","Food and Beverage","TurboBaster - Kitchen Tools","Marian Cruz",35000,35,100000,1,"{""headquarters"":""N/A"",""foundedYear"":2009,""employeeCount"":""N/A"",""notableInvestors"":[""Kevin Harrington""],""recentNews"":""As of 2016, TurboBaster ceased operations and is no longer in business."",""fundingRounds"":""Acquired by Kevin Harrington in 2009""}"
"StressFreeKids","$5 million (estimated) as of 2024","Active",1,3,"N/A",1,12,"http://www.stressfreekids.com","23-Aug-09","Children/Education","Stress Free Kids - Baby and Child Care","Lori Lite",250000,20,1250000,1,"{""headquarters"":""Marietta, Georgia, USA"",""foundedYear"":2003,""employeeCount"":""1-5"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Expanded product line to include digital downloads and apps as of 2024"",""fundingRounds"":""Seed in 2009""}"
"KwyztaChopstickArt","$200,000 annual revenue as of 2024","Active",1,3,"N/A",0,13,"http://www.chopstickart.com/","23-Aug-09","Children/Education","Kwyzta Chopstick Art - Kitchen Tools","Brian Parks",100000,10,1000000,0,"{""headquarters"":""Eugene, United States"",""foundedYear"":2004,""employeeCount"":""6"",""notableInvestors"":[],""recentNews"":""As of 2024, Chopstick Art generates approximately $200,000 in annual revenue."",""fundingRounds"":""None""}"
"50StateCapitalsin50Minutes","$1.55 million (self-assessed during Shark Tank pitch in 2009)","Inactive",1,3,"N/A",0,14,"http://www.amazon.com/50-State-Capitals-Fun-Minutes/dp/0967970822","23-Aug-09","Children/Education","50 State Capitals in 50 Minutes - Education","Ken Bradford",155000,10,1550000,0,"{""headquarters"":""Dallas, USA"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Product still available on Amazon as of 2015, but with minimal visibility and sales."",""fundingRounds"":""None""}"
"VoyageAirGuitar","$10 million (as per Shark Tank appearance, 2009)","Active",1,3,"N/A",0,15,"http://www.voyageairguitar.com/","23-Aug-09","Media/Entertainment","Voyage Air Guitar - Music","Jeff and Josh Cohen",500000,5,10000000,0,"{""headquarters"":""Pleasanton, United States"",""foundedYear"":2009,""employeeCount"":""Not specified"",""notableInvestors"":[],""recentNews"":""No recent news available"",""fundingRounds"":""No funding rounds disclosed""}"
"GiftCardRescue","$500,000 during Shark Tank pitch in 2009","Shut down",1,4,"N/A",0,16,"http://www.giftcardrescue.com","30-Aug-09","Technology/Software","Gift Card Rescue - Online Services","Kwami Kuadey",150000,30,500000,1,"{""headquarters"":""Ellicott City, United States"",""foundedYear"":2008,""employeeCount"":""11-50"",""notableInvestors"":[""Kevin O’Leary"",""Robert Herjavec""],""recentNews"":""Company ceased operations on July 15, 2016, due to financial difficulties."",""fundingRounds"":""Initial funding from family and friends in 2008""}"
"Coverplay","$2.3M from Shark Tank appearance, 2009","Active",1,4,"N/A",0,17,"http://www.coverplayard.com/","30-Aug-09","Children/Education","Coverplay - Baby and Child Care","Amy Feldman and Allison Costa",350000,15,2333333,1,"{""headquarters"":""Sherman Oaks, CA, United States"",""foundedYear"":2007,""employeeCount"":""7"",""notableInvestors"":[""Barbara Corcoran""],""recentNews"":""Secured major retail partnerships, including Babies R Us and Amazon, post-Shark Tank appearance in 2009"",""fundingRounds"":""Angel investment in 2009""}"
"GraffitiRemovalServices","Not publicly disclosed","Active",1,4,"N/A",0,18,"http://removegraffiti.net/","30-Aug-09","Business Services","Graffiti Removal Services - Professional Services","Paul Watts",350000,15,2333333,0,"{""headquarters"":""Portland, USA"",""foundedYear"":2004,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""No recent news available"",""fundingRounds"":""No funding rounds reported""}"
"SoulsCalling","N/A","Inactive",1,4,"N/A",0,19,"","30-Aug-09","Fashion/Beauty","Soul's Calling, Inc. - Women's Accessories","Gina Catroneo",150000,25,600000,0,"{""headquarters"":""Dallas, Texas, USA"",""foundedYear"":2004,""employeeCount"":""N/A"",""notableInvestors"":[],""recentNews"":""Soul's Calling Inc. was featured on 'Shark Tank' in 2009, where founder Gina Cotroneo pitched the company."",""fundingRounds"":""N/A""}"
"CoffeeBrandGifts","$750,000 (implied from Shark Tank pitch, 2009)","Inactive",1,4,"N/A",0,20,"","30-Aug-09","Food and Beverage","Coffee Brand Gifts - Novelties","Dan Claffey",300000,40,750000,0,"{""headquarters"":""California, USA"",""foundedYear"":2008,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Company ceased operations in 2012."",""fundingRounds"":""No external funding rounds reported.""}"
"MyTherapyJournal","$400,000 (Shark Tank valuation in 2009)","Inactive",1,5,"N/A",0,21,"http://www.mytherapyjournal.com","6-Sep-09","Health/Wellness","My Therapy Journal - Online Services","Rodolfo and Alexis Saccoman",80000,20,400000,1,"{""headquarters"":""Miami, Florida, USA"",""foundedYear"":2006,""employeeCount"":""1-10"",""notableInvestors"":[""Kevin O'Leary"",""Robert Herjavec""],""recentNews"":""Company ceased operations in December 2009."",""fundingRounds"":""Seed in 2009""}"
"BodyJac","$360,000 from Shark Tank deal, 2009","Inactive",1,5,"N/A",0,22,"","6-Sep-09","Fitness/Sports/Outdoors","Body Jac - Fitness Equipment","Cactus Jack",180000,20,900000,1,"{""headquarters"":""Ames, United States"",""foundedYear"":2009,""employeeCount"":""1-10"",""notableInvestors"":[""Barbara Corcoran"",""Kevin Harrington""],""recentNews"":""Company ceased operations in 2012; Barbara Corcoran referred to it as her worst investment."",""fundingRounds"":""Seed in 2009""}"
"GoodGriefCelebrations","$200,000 from Shark Tank appearance in 2009","Inactive",1,5,"N/A",0,23,"","6-Sep-09","Business Services","Good Grief Celebrations - Consumer Services","Rikki Farrar",50000,25,200000,0,"{""headquarters"":""Philadelphia, USA"",""foundedYear"":2008,""employeeCount"":""1-10"",""notableInvestors"":[],""recentNews"":""Company ceased operations around 2011; founder shifted to marketing career."",""fundingRounds"":""None""}"
